Provider,PotentialFraud,degree,eigenvector_centrality,clustering_coefficient,pagerank
PRV53143,0,32,3.164504962605141e-07,0.00020179697632369817,7.291862275161643e-06
PRV51869,0,50,8.491036763317412e-07,0.00010444855353591888,1.1217132652732888e-05
PRV51619,0,46,9.830669736041857e-07,9.870962260441688e-05,1.0798171873058614e-05
PRV53921,0,1947,6.666669016252691e-06,1.6167781783349953e-05,0.00037739626442539147
PRV53917,0,515,2.069396109182104e-06,6.327785729512207e-05,0.00010068410033165291
PRV52079,0,87,1.4761864343621374e-06,0.00010128179338569751,1.975501871469069e-05
PRV53705,0,152,2.607582805991404e-06,6.773731893531833e-05,3.1943506516603104e-05
PRV52446,0,31,1.764867768311189e-07,0.0001747709920595117,7.125808220393457e-06
PRV56662,0,20,2.646378084053536e-07,0.00017023246466542187,4.948541718210556e-06
PRV51356,0,249,4.802759364232318e-06,4.655677074644316e-05,5.155207409351326e-05
PRV52857,0,1188,1.918649153190915e-06,6.0216278858522205e-05,0.00023085484823522033
PRV52578,1,136,2.6494032167791215e-06,8.892403649843229e-05,2.8431055372735317e-05
PRV55270,0,505,6.72958116053037e-07,6.510877590208562e-05,9.559967419897428e-05
PRV57490,0,60,1.2357854367312634e-07,0.00014904067098535907,1.3894140352105742e-05
PRV57379,0,71,9.754970021431722e-07,9.065393624224266e-05,1.4998279133250366e-05
PRV54208,0,67,1.1975605808519884e-06,9.180242156692182e-05,1.4817953717151604e-05
PRV56696,0,89,1.6774074597006551e-06,8.140308573928317e-05,2.0528652274778888e-05
PRV52180,0,154,2.039862387714549e-06,7.065556820059258e-05,3.217124708332938e-05
PRV52706,0,68,1.1477456427494766e-06,7.355943785186522e-05,1.5213470597841406e-05
PRV51607,0,36,3.475940222635951e-07,0.00010613286816495458,8.861966958130019e-06
PRV52933,1,22,2.97929710623379e-07,0.00020279525603110815,5.588564090046513e-06
PRV52999,0,147,1.0078576254356968e-06,6.211480912157209e-05,3.1245359661757736e-05
PRV52394,0,314,6.074510867772859e-06,5.9380636891799395e-05,6.234009837493311e-05
PRV51465,0,17,1.1977131769564088e-06,0.00011962540680302254,4.449122814929519e-06
PRV54845,1,106,2.8019937105972466e-06,8.423898412581582e-05,2.3488249180325414e-05
PRV56044,0,674,1.061741695405748e-06,0.00015785663304761547,0.00013022172673367617
PRV51622,0,269,3.095447662238933e-06,5.688084864824332e-05,5.524011293170374e-05
PRV54251,0,128,3.9237907168078043e-07,0.00011379350551625048,2.594002220161291e-05
PRV57110,0,48,1.0305632016359855e-06,9.923275838417091e-05,1.1353922963321245e-05
PRV54531,0,86,1.1930438476780714e-06,0.0001159877533227698,1.9041158401234335e-05
PRV55129,0,8,1.9118950316302674e-07,0.00020644666210286076,2.6746376894279376e-06
PRV57210,1,116,1.6223172363524129e-06,9.641295449560754e-05,2.369423833547742e-05
PRV53599,0,9,1.7109646070295692e-07,0.00026991456013633565,2.986283895116326e-06
PRV55399,0,67,7.449704527483092e-07,0.000152752531696227,1.5204726359197845e-05
PRV51194,0,24,3.734042484091784e-07,0.00014845720269499255,6.131940499665792e-06
PRV53423,0,139,9.945972274887789e-07,6.998990629840385e-05,2.83155071090263e-05
PRV55258,0,104,7.074635176181712e-07,7.751083410797223e-05,2.139221447416549e-05
PRV56335,0,50,2.8892333185305565e-07,8.481462348614758e-05,1.1925678197767485e-05
PRV51426,1,517,2.6192206026029954e-06,8.190840870781522e-05,9.91893956876564e-05
PRV52197,0,31,2.846148786065702e-07,0.00017643014897000828,7.147067605638447e-06
PRV55691,0,98,8.832105216237277e-07,0.00020912070993699095,2.0904529911081363e-05
PRV56738,0,1355,7.366455397358167e-07,3.486709493590585e-05,0.000247842080114169
PRV53604,0,16,9.206362400150986e-08,0.00020704132237619707,4.574050033192469e-06
PRV51475,0,115,1.5630372967012299e-06,7.540365356120285e-05,2.35635459527563e-05
PRV54667,0,433,1.9739480449123393e-06,0.00010094848888402328,8.510800851189052e-05
PRV54340,0,233,2.4794332005845418e-06,9.527128777921256e-05,4.697803646043745e-05
PRV57757,0,29,1.567800048319772e-07,0.00014947525721237996,6.808161346028487e-06
PRV54846,0,109,1.7400571894098262e-06,7.205375004754712e-05,2.3474076859070722e-05
PRV51272,0,209,2.6445594894596734e-07,0.0002096959406562446,3.9211009676656484e-05
PRV53106,1,114,1.6879694698419682e-06,0.0001351217934368638,2.3834204162622398e-05
PRV51035,0,79,1.2118823594612355e-06,0.00012429213362634447,1.720135440540852e-05
PRV52030,1,5862,1.1666579381064215e-06,1.2702641275380545e-05,0.0010800890225650369
PRV52509,0,158,1.5898082043317857e-06,0.00017819192521720012,3.1468196154688024e-05
PRV51011,0,149,1.9067031030797344e-06,6.528935288579141e-05,3.096320190173269e-05
PRV56119,0,30,1.6738291460711461e-07,0.00014549661332331076,7.279634217026787e-06
PRV54505,1,97,1.2230623139263427e-06,0.00011242100182934988,2.16388889998629e-05
PRV56339,0,3,7.81940792474949e-08,0.0005366467383259633,1.5952537492046233e-06
PRV51637,0,90,3.050856475951514e-06,9.237408772141862e-05,1.9275360270773135e-05
PRV53892,0,309,3.145587658833621e-06,4.3186993691884164e-05,6.502036088628174e-05
PRV53872,0,620,1.7696372727462787e-06,4.177584481199624e-05,0.0001208655272137818
PRV56547,0,18,3.442576014234356e-07,0.0001323898377882438,4.8959202465428015e-06
PRV57104,1,355,9.659277333322536e-07,9.157177804775689e-05,7.026686921235638e-05
PRV52921,0,118,1.084416675989609e-06,6.138284913813747e-05,2.4804189514368908e-05
PRV51110,0,14,2.450378705666071e-07,0.00022612714005548428,3.989895016527832e-06
PRV52300,0,51,7.539574280370236e-07,8.873120330182102e-05,1.2069707545368378e-05
PRV57141,0,48,4.115927024913478e-08,0.0001986906149341368,1.1161149401462576e-05
PRV55132,0,29,1.5441733149927585e-07,0.000143843137759167,7.309348641172351e-06
PRV54062,0,29,3.5490793793223125e-07,0.0001317517963879984,7.036551448035239e-06
PRV54153,0,34,4.041796806540726e-07,0.00012021767212243902,8.170331083342743e-06
PRV57631,1,49,1.4425385063683193e-07,0.00013347082459622727,1.1331261334225809e-05
PRV51353,0,48,9.90231810399728e-07,0.00012841912282076195,1.0741193283336635e-05
PRV52971,0,8,6.64387595908523e-08,0.00021753627971032023,2.8781811235601413e-06
PRV54682,0,236,3.97515245633451e-06,3.926386450896665e-05,4.773303134699124e-05
PRV53272,0,58,9.559640453643927e-07,9.682143022557369e-05,1.2789662019447964e-05
PRV51065,0,73,6.162154779837745e-07,0.00010040182793693814,1.5716989866474314e-05
PRV51956,0,39,8.062968996184749e-07,0.00014248833173462764,8.848362691050047e-06
PRV55811,0,5,4.5994698093421036e-08,0.0003672943614085585,2.4127715240706362e-06
PRV52508,0,94,1.7640559946320382e-06,9.3747577592235e-05,2.1095372990598386e-05
PRV57197,0,264,1.1385778161679933e-06,0.0001077365205017828,5.196451285862514e-05
PRV52476,0,65,2.3129370001368978e-06,0.00010611375912653589,1.4223380927308959e-05
PRV52836,0,55,9.106746218892188e-07,9.31840590296885e-05,1.1528567228978472e-05
PRV57016,0,44,5.818987447899679e-08,0.00015844283313818397,1.0425469836252048e-05
PRV55163,1,1505,2.734590895923263e-06,2.632890884533707e-05,0.00029499012101410566
PRV53258,0,199,1.6584248666627252e-06,5.805578229622039e-05,4.267249998288652e-05
PRV56717,0,19,4.2579723546252233e-07,0.0001909046686897733,5.038579348588605e-06
PRV51311,0,47,3.7584986638522054e-07,7.260324956675731e-05,1.0142503542682074e-05
PRV55828,0,60,2.0368157056154925e-06,7.911458302969249e-05,1.3328820138193988e-05
PRV51920,1,47,2.3380342549607157e-07,9.367245532985861e-05,1.0544488994433615e-05
PRV56916,0,30,3.8162925392981803e-07,0.00015527922696431524,7.323634669623203e-06
PRV57699,0,9,1.2771306097685907e-07,0.0002478236210628483,3.036527597899188e-06
PRV57085,0,15,8.012518969689095e-08,0.00030211674658035744,3.978515172681009e-06
PRV53236,0,25,1.1693870204805737e-07,0.00023026967158813259,5.751087384338763e-06
PRV54242,0,233,3.967301445729916e-06,5.402262163153652e-05,4.750085022288903e-05
PRV52052,0,148,1.7859067442046366e-06,6.236915510156818e-05,3.188087261546404e-05
PRV53381,0,81,8.653591348052024e-07,7.4445178339153e-05,1.8206942325732437e-05
PRV57077,0,9,9.210499253035573e-08,0.000726796949651845,2.6478802670407814e-06
PRV55671,0,4,7.387240136167596e-08,0.00017888224610865442,2.3007614500683934e-06
PRV52367,0,771,3.68206907154928e-06,4.5889171396928016e-05,0.00015046745770602775
PRV51093,0,26,4.7037881608202577e-07,0.00012925941226474483,6.430260739406934e-06
PRV56643,0,65,1.0469923454803443e-06,7.239836691474707e-05,1.5251921987208175e-05
PRV56658,0,176,2.7050813322210957e-06,5.083473956937568e-05,3.650986877136242e-05
PRV52296,0,5,7.873726692205297e-08,0.0004095381097210141,1.949280750841065e-06
PRV55732,0,281,5.069163991358856e-07,6.256406392491772e-05,5.99724327823469e-05
PRV52155,0,166,2.6251487977284373e-06,7.741388894386948e-05,3.477096398081732e-05
PRV53465,0,58,9.020020245133027e-07,0.00011193353361064806,1.3094845957178833e-05
PRV54691,0,177,2.942202362342379e-06,5.9271418431324246e-05,3.623295457623679e-05
PRV52844,0,326,3.7790095815702764e-06,3.844828383540813e-05,6.75833212029848e-05
PRV53919,1,60,5.287988212204604e-07,7.487319876790982e-05,1.3308219826038827e-05
PRV51144,0,81,2.1720306970374448e-06,8.678328131583396e-05,1.8178508737387135e-05
PRV51805,1,7,5.722281684155426e-07,0.0003311262980096272,2.463421786371369e-06
PRV56774,0,2,1.7721799605415145e-08,0.0003380662609871535,1.5284853363121158e-06
PRV51338,1,326,6.54259682225913e-06,4.901111964411126e-05,6.87535477787296e-05
PRV53939,0,803,1.6078778334186294e-06,3.9591153056934715e-05,0.000154998354312193
PRV56125,0,19,1.5298533901492898e-07,0.00015698555212673363,4.8168862942986435e-06
PRV56906,0,20,4.0984451962382246e-07,0.0001656593613518066,5.344417369989764e-06
PRV52472,0,173,3.8664272458203374e-06,7.54116398100905e-05,3.8717409246860794e-05
PRV54502,0,7,9.292781584387756e-08,0.0003311262980096272,3.012359184621043e-06
PRV57630,0,20,7.553202392043987e-08,0.00020385592054197548,5.605985307716188e-06
PRV55501,0,30,5.197343259445191e-07,9.80687608694178e-05,7.632654837505808e-06
PRV51232,0,4,5.513829772037036e-08,0.00032086117893431065,1.7992578173479667e-06
PRV51535,0,1005,5.628013357171045e-06,2.365997108034676e-05,0.0001968723759527668
PRV56218,0,295,3.455990885653098e-06,4.252176873336013e-05,6.124057735142489e-05
PRV56172,0,32,5.649360254934091e-07,0.00012632229861385925,8.793779871122721e-06
PRV57593,0,68,9.004213438822564e-07,9.652443817299996e-05,1.4884485072933892e-05
PRV51316,0,9,1.4834113199219223e-07,0.0003052186762802293,3.4194846835361656e-06
PRV57030,1,148,2.4719529048922453e-07,5.173090246185209e-05,2.8214737724067664e-05
PRV57148,0,210,2.394186580569298e-06,8.031254318751065e-05,4.2515764861331214e-05
PRV51354,0,12,3.1281872970181207e-07,0.00036289142675137383,3.6083806999211255e-06
PRV51816,0,18,1.1927582842416115e-07,0.00020904749503257788,4.7779144419637064e-06
PRV54072,0,81,1.0192515643732745e-06,8.687276244278074e-05,1.7025665356458603e-05
PRV52401,0,364,2.7850442814872125e-06,0.0001117399123272563,7.339658547649793e-05
PRV56705,0,40,1.2013482065560591e-06,0.00010231379590854895,1.0627744056184182e-05
PRV51334,0,5,7.868496211674147e-08,0.0003672943614085585,2.0182834903756158e-06
PRV56285,0,38,4.5602596994168023e-07,0.00013552941078830434,8.700408912668056e-06
PRV51470,0,73,1.964875968941077e-06,8.720828380533203e-05,1.6661889992563213e-05
PRV53616,0,113,2.0010675348648147e-06,7.811278010126439e-05,2.3803769335547063e-05
PRV51573,0,237,8.46835131067112e-07,5.3288328821798913e-05,4.721902389315457e-05
PRV52101,0,39,7.328597814877961e-07,0.00012262603261392274,1.0272753865954837e-05
PRV56752,0,62,1.0116430104256664e-06,5.961852786756324e-05,1.3958255543362706e-05
PRV55131,0,7,1.3198936295752328e-07,0.0002980295517864922,2.4124183817358116e-06
PRV56458,0,137,1.4895844820401897e-06,5.760759026025269e-05,2.8567427118190398e-05
PRV54164,0,3,3.913000698882166e-08,0.00027521406021043595,1.8276187112183307e-06
PRV51821,0,27,1.8676464915892549e-06,0.0001673630443381642,6.20404327134263e-06
PRV57350,0,116,9.958288594230189e-07,7.1007007109574e-05,2.3241127293878864e-05
PRV56915,0,12,2.871652189268207e-07,0.00029615275116771065,3.387626584835508e-06
PRV56057,0,26,4.766907395306411e-07,0.000159879995166153,6.318944480840545e-06
PRV54756,0,50,9.722248027100592e-07,0.000102016540450493,1.1060111360420164e-05
PRV56585,0,20,3.375252151741737e-07,0.00011754546021729362,4.951201571021258e-06
PRV56224,0,288,4.721644424432783e-06,5.716501121343751e-05,5.8867532277884716e-05
PRV51058,0,217,2.5274030208686574e-06,6.887424342730107e-05,4.400290666364348e-05
PRV51304,0,128,7.325406056961338e-07,6.628189673797114e-05,2.5709627409774153e-05
PRV57171,0,476,1.708800557889077e-06,0.00012113434638139512,9.149898274003975e-05
PRV53442,0,115,7.560659577492438e-07,7.032877476783503e-05,2.4329271107509198e-05
PRV56473,0,145,2.486228377579646e-06,6.063263620824807e-05,3.1276968819412725e-05
PRV54384,0,73,1.2704157908251003e-06,8.587907299129183e-05,1.6022419163082085e-05
PRV53989,0,66,8.478232537601671e-07,0.00010660950255613211,1.419443176723238e-05
PRV56135,0,59,3.2226060381964566e-07,0.00013679201548983793,1.3869685070923984e-05
PRV55942,0,201,1.5389389562165017e-06,3.3025921970028016e-05,4.0606624382186745e-05
PRV57215,0,26,3.849089535394847e-07,0.00013150563071812754,5.86377246611374e-06
PRV55003,0,197,2.2146459069630373e-06,5.466860261981507e-05,4.271197309538764e-05
PRV56584,0,144,6.04138320998101e-07,8.02905667516286e-05,3.0549031500587446e-05
PRV56355,0,295,1.2117860190632539e-06,0.00018861473244769815,5.714016887778601e-05
PRV53024,0,68,9.248560808752674e-07,0.00015614747299991415,1.5243696751376668e-05
PRV57487,0,40,5.8243217248929994e-08,0.00017020117547951225,9.263348187274983e-06
PRV56772,0,177,2.302817970182413e-06,7.310829239459566e-05,3.704015544783652e-05
PRV55434,0,102,1.8346615592573847e-06,7.839603841330514e-05,2.2786131205639718e-05
PRV54832,1,154,7.548507636577737e-06,5.881465323162568e-05,3.1297350726237476e-05
PRV53463,0,200,6.675576387862731e-07,0.00011840778620547669,3.859468239323756e-05
PRV52282,0,16,6.288778148317676e-08,0.0002441569246666569,4.0920437881488855e-06
PRV51440,0,182,2.2955696613808625e-06,5.092729537290149e-05,3.8542644774179236e-05
PRV54155,0,128,7.632388898778628e-07,9.666293237413732e-05,2.8807542837554276e-05
PRV52609,1,336,3.616302265000114e-07,0.00017828089346203407,6.377947240704855e-05
PRV52896,0,359,1.3308394021391955e-06,5.076576387917229e-05,7.054015765410391e-05
PRV51690,0,655,3.2756522163641853e-06,2.6951680848131546e-05,0.00013348724958047885
PRV52518,0,120,1.5046991266550747e-06,5.819489844283716e-05,2.8381966947085876e-05
PRV56470,0,99,6.994397076862041e-07,7.828434074588691e-05,2.0354892359824806e-05
PRV56002,0,87,1.6902610926120116e-06,7.339341723640364e-05,1.8799226685363345e-05
PRV51427,0,144,2.091175148146499e-06,6.573794107078716e-05,3.068018554476298e-05
PRV53609,0,469,3.701413885801696e-06,2.952894964617783e-05,9.401034866826951e-05
PRV53309,0,160,6.981956972652569e-07,0.00010270057590544644,3.273030355531004e-05
PRV57638,0,26,2.2806586514322087e-07,0.00018474292053607591,6.297252054327421e-06
PRV51596,0,135,4.296437664979632e-06,8.05423961599729e-05,2.8995425225858823e-05
PRV51599,0,10,1.869101020727526e-07,0.00015188388476498394,3.0766066427020303e-06
PRV54842,0,340,1.3154887305407434e-06,9.570072680801625e-05,6.742956353863525e-05
PRV51153,0,221,5.315705158365416e-06,5.365621203517398e-05,4.603636573905513e-05
PRV57074,0,19,2.482160145874435e-07,0.00014443867967980247,6.692026677001531e-06
PRV54568,0,146,1.7499376500073721e-06,9.042479995009702e-05,2.990757597803106e-05
PRV51358,0,41,8.556537617484075e-07,0.00012359988153648788,1.041264698542632e-05
PRV51932,0,54,8.049985733324794e-07,0.000108275112841853,1.19700924092306e-05
PRV55518,0,604,4.214869021455653e-06,2.3763266172407878e-05,0.00013515186125045883
PRV54834,0,42,5.463502862319172e-07,0.00010827730351857892,9.35108422320809e-06
PRV55178,0,79,9.997325131100768e-07,8.623363664270582e-05,1.8236257407001326e-05
PRV56885,0,25,1.9313100555670537e-07,0.00021640529960638462,5.7564329884371176e-06
PRV55864,0,225,2.479068518731e-07,0.00012405293955839873,4.444596593025111e-05
PRV52653,0,37,6.820579425133776e-07,0.00010673515585547216,8.50525917424603e-06
PRV51233,0,8,1.3927466635133454e-07,0.00012766379749144045,3.0654159237623366e-06
PRV56263,0,50,9.83702146379366e-07,0.00012123176359241122,1.16963037639424e-05
PRV51237,0,3,7.824926036492782e-08,0.000676132521974307,1.602764225226505e-06
PRV56749,0,75,2.058292191574722e-06,8.934474465210708e-05,1.627288599704325e-05
PRV57076,0,6,9.28863101876757e-08,0.000450755014649538,2.363397740880228e-06
PRV56269,0,46,1.0266705554341845e-06,0.00015450737365973867,1.0024981070897816e-05
PRV56247,0,65,6.374783260271399e-07,0.00010682391346884966,1.4610668556290448e-05
PRV53317,0,41,5.158956990749696e-07,8.484518786913224e-05,9.611511699435538e-06
PRV56701,0,63,1.0119758217940774e-06,0.00010395569839733411,1.4067707371106762e-05
PRV55494,0,18,4.605606794509036e-07,0.00022412846557970842,4.452329819866692e-06
PRV52647,0,191,3.565908454863029e-06,6.0074972954218916e-05,4.0412227065793636e-05
PRV56603,0,11,2.501739179937756e-07,0.0001819202116554078,3.53176824923349e-06
PRV56910,0,15,1.514612187480138e-07,0.00015791761324204318,3.922387531013077e-06
PRV55120,0,25,3.050632634897856e-07,0.00011277497875739053,6.948506652173217e-06
PRV54259,0,72,5.710813493822397e-07,6.265251251099481e-05,1.4740575993105913e-05
PRV52179,0,116,2.4638393346085065e-07,0.00021774109465584848,2.336256084279593e-05
PRV55031,0,80,1.7017153807084446e-06,9.68149329229837e-05,1.8130212384683487e-05
PRV57021,1,33,1.5606909236530052e-07,0.00015081324754313187,8.112063193264203e-06
PRV56912,0,19,3.308877948931896e-07,0.00013425553821573203,4.863292795597865e-06
PRV53489,0,51,2.994851911449454e-07,0.00013343291760433576,1.1656903004517178e-05
PRV57235,0,36,5.912126522843003e-07,0.00015573850494998007,8.550701963793853e-06
PRV52922,0,92,9.727473068723655e-07,0.0001405840248306298,1.8417309944335303e-05
PRV51037,1,1150,1.6151833677932858e-07,5.591297148292966e-05,0.0002161529448207774
PRV51170,1,40,8.837585939226371e-07,0.00010144056135936762,9.235808979661624e-06
PRV51207,0,10,1.4387581338045712e-07,0.0002288042847496138,3.2434464287373e-06
PRV55024,0,125,2.5440620664754097e-06,7.300224664359386e-05,2.556509505849277e-05
PRV52537,0,3,7.387216535156193e-08,0.0005366467383259633,2.0062922667467047e-06
PRV51074,0,102,1.055385489615638e-06,9.553353681569745e-05,2.1905913185474383e-05
PRV55137,0,6,1.4775507894067748e-07,0.00048337034991059995,2.4417493499151103e-06
PRV51301,0,284,4.485146506127736e-07,7.723259140467145e-05,5.4258305547304344e-05
PRV52562,0,219,1.4255531782590656e-06,7.169033329300234e-05,4.51161530869171e-05
PRV51380,0,23,5.393097138806222e-07,0.00018264898051607105,6.197152499284786e-06
PRV52691,0,44,4.589005228240192e-07,9.93561114953074e-05,1.0101009397620374e-05
PRV55506,1,44,4.830402649951931e-07,0.00014078095690319185,9.293633105508838e-06
PRV54952,1,382,6.071797337631478e-06,3.640165459128115e-05,8.092960129828773e-05
PRV56130,0,43,1.5619430150207273e-07,0.0001550106142395118,9.638515528749684e-06
PRV56139,0,57,3.7214290535674545e-07,0.00017533037134981764,1.1963755990835688e-05
PRV53239,0,292,2.333491400537014e-06,4.668592480035217e-05,6.0957290005220995e-05
PRV54061,0,31,6.067302609345096e-07,0.0001890107207516912,6.889774801951394e-06
PRV51583,0,116,2.7527865218248786e-06,6.456024593929969e-05,2.4300879210248803e-05
PRV56775,0,43,2.155631663489685e-06,9.511088102868668e-05,1.0430033164071126e-05
PRV53248,0,158,1.009499217697318e-06,8.316507291792504e-05,3.286496573806889e-05
PRV53449,0,23,4.7654042062715997e-07,0.00011145037409845386,6.975238813439064e-06
PRV51860,0,2014,4.6914335364746734e-07,4.132328920020507e-05,0.00039499900052162017
PRV51312,0,124,8.564907950498524e-07,9.129051555218325e-05,2.5307645783046867e-05
PRV54149,1,38,7.072162692383144e-07,8.861581748693863e-05,9.57475437104176e-06
PRV56352,0,65,1.045868822180048e-06,0.00010201616692018986,1.4170574145400412e-05
PRV57445,0,74,4.67987277632538e-07,0.00010473214559644365,1.604311377762304e-05
PRV51803,0,14,2.4982959735977097e-07,0.00015679711173575747,3.884435005931333e-06
PRV57438,0,37,3.2809706288486373e-07,0.00012806312755432,8.500539733849943e-06
PRV55122,0,3,7.822035946680192e-08,0.0007283416802000959,1.583949356018573e-06
PRV53867,0,36,6.824169275415302e-07,0.00012358973975714761,7.959588655734618e-06
PRV51497,0,39,1.012257050677198e-06,0.00016798303770230636,8.40004512277931e-06
PRV57643,0,278,1.061524778470573e-06,0.0002053140899008212,5.518839653331012e-05
PRV52088,0,108,7.778572482733555e-07,5.558817864282831e-05,2.2015756199761187e-05
PRV54662,0,110,2.099043796800821e-06,5.448899076546738e-05,2.33719902920068e-05
PRV51241,0,149,2.5517678510429893e-06,7.487650408062124e-05,3.124084502962136e-05
PRV56227,0,70,8.635226964743413e-07,9.383590335525239e-05,1.5161449168996942e-05
PRV53941,0,203,2.612071023261913e-06,5.3361890749417226e-05,4.312258118931651e-05
PRV56682,0,52,6.964045026198384e-07,7.858551189147572e-05,1.0885911641256268e-05
PRV52373,0,61,1.0158566166930282e-06,9.607268170759068e-05,1.3777085878442282e-05
PRV51841,0,147,3.2823156170139973e-06,8.381678587234307e-05,3.0072070920502706e-05
PRV54414,0,82,4.514892543390273e-07,0.0001775114367833122,1.7837516634531456e-05
PRV55151,0,2,3.909621998217224e-08,0.0003380662609871535,1.5098146399729859e-06
PRV54555,0,14,3.0422044292597093e-07,0.00020439077052649142,4.237090305268468e-06
PRV56242,0,340,8.518428696012799e-07,6.152278433604925e-05,7.440630313933917e-05
PRV51820,0,14,1.8152901471181487e-07,0.0001816601070553137,4.1045425345235415e-06
PRV53111,0,84,1.5144937274246609e-06,9.739233068229193e-05,1.869555185527404e-05
PRV55675,0,202,1.182471520787957e-06,6.69642633352212e-05,4.0726028653407476e-05
PRV54831,0,39,9.834354818001677e-07,8.844088785498875e-05,9.072661636276776e-06
PRV57024,0,25,7.930581377561667e-08,0.00020481781178825247,6.444429158318862e-06
PRV57633,0,12,1.6732878921030484e-07,0.0003580180988446098,3.5564561429491878e-06
PRV52500,0,331,1.032758784505088e-05,5.350033226105371e-05,6.978956843830057e-05
PRV52816,0,2,3.9111017347997895e-08,0.00042593679847696865,1.4141688782323622e-06
PRV51890,0,55,5.343573998205077e-07,0.00010767104563791498,1.1820251655564152e-05
PRV54903,0,15,7.554556987311918e-08,0.00022785800066734321,3.860663697190614e-06
PRV57176,0,334,3.9068107128270204e-06,4.7495303981221974e-05,7.09864607496436e-05
PRV52012,0,4,9.154813912591085e-08,0.0002915709997710389,1.8316895380366788e-06
PRV52192,0,85,1.0552840093795512e-06,0.00010786645749575832,1.8365811073748048e-05
PRV51944,0,320,4.093744286681408e-06,4.810904134328801e-05,6.739383848774425e-05
PRV52162,0,97,1.5495215133653422e-06,0.00010456842335902937,2.0846882400587223e-05
PRV56578,0,220,3.2424546402215534e-06,6.156204479091764e-05,4.562187812157722e-05
PRV53699,0,928,8.339965887752825e-07,2.3851668633933572e-05,0.00016920566777765377
PRV51142,0,128,1.1333846961876777e-06,0.00010533819708878035,2.6380965412029356e-05
PRV55418,0,23,1.7315513904655242e-07,0.00028133379790643324,5.647315628839324e-06
PRV55792,0,3,7.603153669881269e-08,0.000225377507324769,2.0078913751350615e-06
PRV56649,1,692,6.444446834695957e-07,7.162257769614277e-05,0.00013717319716819283
PRV53120,0,169,2.905444704718637e-06,6.776729398550607e-05,3.6057996233571946e-05
PRV57109,0,228,3.068267478633152e-06,5.656105303287425e-05,4.814868957550112e-05
PRV53511,0,3,3.3057372484823874e-08,0.000225377507324769,1.8048004536351942e-06
PRV55067,0,3,7.819782090892127e-08,0.0005366467383259633,1.5907773348635978e-06
PRV53061,0,3,7.820092702492109e-08,0.0006143071645815212,1.6685803516578951e-06
PRV52688,0,150,6.824421016345805e-07,0.00013173864198498493,3.110866488191935e-05
PRV54098,1,658,1.5763655096649776e-06,9.070708539555686e-05,0.00013700528574342235
PRV52807,0,6,1.4775074442804755e-07,0.000450755014649538,2.461665764378024e-06
PRV57545,0,160,1.836144205818502e-06,7.649340462930657e-05,3.468534392812601e-05
PRV56710,0,169,1.529955099060573e-06,6.737970021851638e-05,3.4826178228326535e-05
PRV54506,0,334,3.2079178864907058e-06,9.329598280979765e-05,6.722046775500317e-05
PRV53407,0,340,5.18341572977624e-07,0.0002049231645348946,6.43938819619393e-05
PRV52814,0,5,7.867964297194173e-08,0.0003672943614085585,2.051867454804686e-06
PRV54919,0,463,4.087292838609384e-06,3.9878200954318256e-05,9.253399188747659e-05
PRV55006,0,104,1.3212792627889634e-06,6.38087248747327e-05,2.1795559158907623e-05
PRV52608,0,2,3.911244470772378e-08,0.0004875759196441543,1.4157315441470758e-06
PRV53189,0,70,7.78877011427855e-07,9.842919964579198e-05,1.558010622236144e-05
PRV56764,0,523,2.7743562810667566e-06,4.9960242359629743e-05,0.00010355709043062341
PRV56664,0,36,2.3403358274783545e-07,0.0001355910717876792,8.97588567149709e-06
PRV51626,0,23,1.0501514092577508e-06,0.00012314757903997124,6.882509532882783e-06
PRV51362,0,107,1.6050859891631773e-06,5.35600609313907e-05,2.2795442430320164e-05
PRV54380,0,30,5.588674862091739e-07,0.00010245841257463495,8.274230661158399e-06
PRV51132,0,21,3.884771026733956e-07,0.0001588319448306292,5.94402394646902e-06
PRV55765,0,52,6.387871588384625e-08,0.0004812245480448913,1.1247034501785475e-05
PRV55714,0,62,6.244780714138174e-07,0.00011765135207983747,1.3254590036956448e-05
PRV52326,0,34,4.3622806416130806e-07,0.00013421338198980095,7.689032887039761e-06
PRV51638,0,10,2.1968161196726968e-07,0.00019135053008183491,3.4070710186936315e-06
PRV55774,0,35,6.471076541308148e-07,0.00011202311920586417,7.854684387233977e-06
PRV53380,0,9,1.5260852408581048e-07,0.00016868210645608445,3.0858334005203702e-06
PRV54393,0,197,2.7674338285458224e-06,6.455905283883707e-05,4.119413636474279e-05
PRV53032,0,59,8.530167651150156e-07,0.000117344222364343,1.320004905574109e-05
PRV53942,0,66,8.81528758721991e-07,8.480846645977757e-05,1.4892268340134485e-05
PRV56126,0,15,2.0640225492390573e-07,0.00011257786263763719,5.130687002994849e-06
PRV54828,1,156,1.229207202060818e-06,0.0001774244941125713,3.1390270366966854e-05
PRV55720,0,27,3.028511450698728e-07,0.0001054877366784209,6.718694074024406e-06
PRV52890,0,61,4.475531762964328e-07,6.970153110373256e-05,1.3358425108053922e-05
PRV57322,0,83,1.6677697763205986e-06,8.570556729495092e-05,1.7864332968166863e-05
PRV53453,0,44,1.0304100894667065e-06,0.00011148829944491819,1.1142585700424004e-05
PRV54071,0,1117,2.058563551979232e-06,1.7991756433103486e-05,0.00024076084251279482
PRV52177,0,105,1.5408732662027578e-06,7.821556477641938e-05,2.2975186929437864e-05
